repository,url,repoUrl
deeplearning4j/deeplearning4j,https://github.com/deeplearning4j/deeplearning4j/blob/74bd70162979bace33cf28b160aeb61131e13bcc/nd4j/nd4j-backends/nd4j-api-parent/nd4j-native-api/pom.xml,https://github.com/deeplearning4j/deeplearning4j
deeplearning4j/deeplearning4j,https://github.com/deeplearning4j/deeplearning4j/blob/74bd70162979bace33cf28b160aeb61131e13bcc/nd4j/nd4j-backends/nd4j-api-parent/pom.xml,https://github.com/deeplearning4j/deeplearning4j
deeplearning4j/deeplearning4j,https://github.com/deeplearning4j/deeplearning4j/blob/74bd70162979bace33cf28b160aeb61131e13bcc/nd4j/nd4j-backends/nd4j-backend-impls/nd4j-native-platform/pom.xml,https://github.com/deeplearning4j/deeplearning4j
deeplearning4j/deeplearning4j,https://github.com/deeplearning4j/deeplearning4j/blob/74bd70162979bace33cf28b160aeb61131e13bcc/nd4j/nd4j-backends/nd4j-backend-impls/nd4j-native/pom.xml,https://github.com/deeplearning4j/deeplearning4j
deeplearning4j/deeplearning4j,https://github.com/deeplearning4j/deeplearning4j/blob/74bd70162979bace33cf28b160aeb61131e13bcc/nd4j/nd4j-backends/nd4j-backend-impls/pom.xml,https://github.com/deeplearning4j/deeplearning4j
deeplearning4j/deeplearning4j,https://github.com/deeplearning4j/deeplearning4j/blob/74bd70162979bace33cf28b160aeb61131e13bcc/nd4j/nd4j-backends/nd4j-tests/pom.xml,https://github.com/deeplearning4j/deeplearning4j
deeplearning4j/deeplearning4j,https://github.com/deeplearning4j/deeplearning4j/blob/74bd70162979bace33cf28b160aeb61131e13bcc/nd4j/nd4j-backends/pom.xml,https://github.com/deeplearning4j/deeplearning4j
deeplearning4j/deeplearning4j,https://github.com/deeplearning4j/deeplearning4j/blob/74bd70162979bace33cf28b160aeb61131e13bcc/nd4j/nd4j-buffer/pom.xml,https://github.com/deeplearning4j/deeplearning4j
deeplearning4j/deeplearning4j,https://github.com/deeplearning4j/deeplearning4j/blob/74bd70162979bace33cf28b160aeb61131e13bcc/nd4j/nd4j-context/pom.xml,https://github.com/deeplearning4j/deeplearning4j
deeplearning4j/deeplearning4j,https://github.com/deeplearning4j/deeplearning4j/blob/74bd70162979bace33cf28b160aeb61131e13bcc/nd4j/nd4j-instrumentation/pom.xml,https://github.com/deeplearning4j/deeplearning4j
deeplearning4j/deeplearning4j,https://github.com/deeplearning4j/deeplearning4j/blob/74bd70162979bace33cf28b160aeb61131e13bcc/nd4j/nd4j-jdbc/nd4j-jdbc-api/pom.xml,https://github.com/deeplearning4j/deeplearning4j
deeplearning4j/deeplearning4j,https://github.com/deeplearning4j/deeplearning4j/blob/74bd70162979bace33cf28b160aeb61131e13bcc/nd4j/nd4j-jdbc/nd4j-jdbc-hsql/pom.xml,https://github.com/deeplearning4j/deeplearning4j
deeplearning4j/deeplearning4j,https://github.com/deeplearning4j/deeplearning4j/blob/74bd70162979bace33cf28b160aeb61131e13bcc/nd4j/nd4j-jdbc/nd4j-jdbc-mysql/pom.xml,https://github.com/deeplearning4j/deeplearning4j
deeplearning4j/deeplearning4j,https://github.com/deeplearning4j/deeplearning4j/blob/74bd70162979bace33cf28b160aeb61131e13bcc/nd4j/nd4j-jdbc/pom.xml,https://github.com/deeplearning4j/deeplearning4j
deeplearning4j/deeplearning4j,https://github.com/deeplearning4j/deeplearning4j/blob/74bd70162979bace33cf28b160aeb61131e13bcc/nd4j/nd4j-parameter-server-parent/nd4j-parameter-server-client/pom.xml,https://github.com/deeplearning4j/deeplearning4j
deeplearning4j/deeplearning4j,https://github.com/deeplearning4j/deeplearning4j/blob/74bd70162979bace33cf28b160aeb61131e13bcc/nd4j/nd4j-parameter-server-parent/nd4j-parameter-server-node/pom.xml,https://github.com/deeplearning4j/deeplearning4j
deeplearning4j/deeplearning4j,https://github.com/deeplearning4j/deeplearning4j/blob/74bd70162979bace33cf28b160aeb61131e13bcc/nd4j/nd4j-parameter-server-parent/nd4j-parameter-server-rocksdb-storage/pom.xml,https://github.com/deeplearning4j/deeplearning4j
